,Node ID,MESSAGE,merge
76,1.3231261238578012e+18,RT @Lrihendry: @realDonaldTrump PLEASE DO IT!,—
77,1.3231002558738924e+18,"We will not know the true winner of this election on Election Night; media MUST make this clear to voters. #Trump cannot be allowed to crown himself victor Tuesday night, nor can we allow the election to fall into the hands of the now completely politicized SCOTUS. #BushvGore2000","Explain, Nuke"
78,1.3231186444615967e+18,"@realDonaldTrump Dude, you have already shamelessly packed it. Hopefully he unpacks it!",Neutralize
79,1.323126198277415e+18,@Rayperez88 @JoeBiden as a person I disapprove your message,"Dismiss, Neutralize"
80,1.3231261239249592e+18,@NoahAnd42234572 @maorski @AL_Prather @KBean82343043 @RichardGrenell @JoeBiden He doesn’t normally wear that mask. He talks a lot of shit. There’s no other reason you’d literally pull your mask down to cough in your hand. LOL. I know you seen the video.,"Dismiss, Neutralize"
81,1.3231259823294013e+18,RT @themarketswork: We are witnessing a nationwide rejection of Democratic Socialism,Nuke
82,1.3231259852193505e+18,@shareasale  https://t.co/aCBQWV2A5u #BidenHarris2020 #DallasCowboys #dogscantlookup #DallasCowboys #Election2020 #FATAL_LOVE #GDRAGONISCOMING #javascript #NovemberWish #PutSouthAfricaFirst #VoteForAmericaSelfie #Wizkidfc #WizkidXTRAParty,—
83,1.3231262663131013e+18,RT @sullydish: @KamalaHarris Why would a vice presidential candidate seemingly endorse full-on Marxism days before a general election? Does she believe government should enforce equality of outcome for everyone? Seriously?,"Dismay, Neutralize"
84,1.3231259868006523e+18,RT @John_F_Kennnedy: We Will Rock You!,—
85,1.3231261995105894e+18,"@MillerinDc @realDonaldTrump Oh yes, I do remember that video Michelle Obama calling former film producer &amp; convicted sex offender, Harvey Weinstein, at a White House event in 2013, thanking the disgraced producer for organizing the event &amp; called him a wonderful human being, a good friend &amp; a  powerhouse.","Distort, Dismay, Neutralize"
86,1.323126200026452e+18,"RT @sarahlugor: these are the same people that moaned and groaned about protests blocking them, and shutdowns being “unethical” but apparen…",Neutralize
87,1.3231262667703337e+18,"@BenFish75 @COgaji @surfnsafri @JoeBiden Don't know what you've been looking at. Literally every state in the union is further towards dems than in 2016. Polls are fairly reliable but you know, whatever helps you sleep at night. The cool aid you drink won't change the outcome of the election","Distort, Dismay, Neutralize"
88,1.3231259113073623e+18,"RT @ARaisinghell: As you head to the polls, I want you to keep one thing in mind. Biden and Harris BOTH voted to end life after it was born. @realDonaldTrump Stops the killing of our children, and he stops the evil Child Trafficking and Will stop the Pedophlia. #Trump2020BecauseTheseLivesMatter ♥ https://t.co/RDd3J5Pidp","Dismay, Neutralize"
89,1.323126195773444e+18,"RT @dtone612: I intubated a relatively healthy 86 year old man with covid in the ER at 4:30 this morning. He was alone, I was the last person he spoke with and he was confused. He’ll likely die in the ICU, alone. I don’t make any extra money for that @realDonaldTrump","Dismiss, Neutralize"
90,1.3229551854555505e+18,"@realDonaldTrump I'm Billy Graham's granddaughter. Evangelical support for Donald Trump insults his legacy.""  ""By supporting Donald Trump","Neutralize, Nuke"
91,1.32312612585429e+18,"@CTwobraids @USAVet5 @JoeBiden @realDonaldTrump Yes, see the stark contrast, Bigly I might add...4More45 ♥️",—
92,1.3231260523198013e+18,@realDonaldTrump https://t.co/wjXrzAXj68,"Distort, Dismay, Neutralize"
93,1.3230907915023524e+18,"“Biden shipped your jobs and factories to China, while raking in millions of dollars for him and his family.” -@realDonaldTrump https://t.co/r0LC3NUq0F","Enhance, Dismiss, Neutralize"
94,1.323125907461165e+18,"RT @RepAndyBiggsAZ: Fauci, Birx, and Redfield should be shown the door immediately.  They are working to devastate our great nation through…","Distort, Dismay, Neutralize"
95,1.3097159224128676e+18,"My Queens. Looking forward to the next stop with these Angels in Middletown, PA!   @rsbnetwork @realdonaldtrump @LizWillis_ @gracesaldanaa  #DonaldsAngels #TrumpTourGroupies   https://t.co/PyzEX146XI",Excite
96,1.3231251805883023e+18,"The brutal dictatorships in Venezuela, Cuba, &amp; Nicaragua are a direct threat to their own people and to the national security of the United States.  President @realDonaldTrump is denying them funds and supporting the PEOPLE of Latin America! https://t.co/T6raPuy7LK","Explain, Enhance, Back"
97,1.3231259855673876e+18,@Demextrema @chipfranklin @JoeBiden https://t.co/IT96VHtAHw,Back
98,1.3230267815915356e+18,"Everything is at stake in this election. I used today’s extra hour to help get out the vote for @JoeBiden, @KamalaHarris, @SaraGideon, and Democrats up and down the ballot in Maine. How about you? https://t.co/bewphTT1s9","Engage, Back, Build"
99,1.3231260572062228e+18,@realDonaldTrump https://t.co/Lbgd1bUXOR,"Dismay, Distract, Neutralize"
0,1.323125977648517e+18,@jst_brown @WhiteHouse @realDonaldTrump He never called Hispanic communities rapist and drug dealers,"Explain, Bridge"
1,1.3231261993679299e+18,RT @TheRickWilson: Bardella with the HEAT!,—
2,1.323125977887744e+18,@JoeBiden لماذا لم تدعو الولايات المتحدة يحكمها مسلم وانظرو ماذا سيفعل  سيقتل العنصريه التي تغذا على عقولكم  وسيقتل الحرب التي يرحلون بها النساء والاطفال وشباب بعمر ورود وسقتل الكذب الاعلام هكذا المسلمون الحقيقيون,Explain
3,1.3231260560694682e+18,"RT @kat_marianna: I’m too much of a lady to say it this way, but F yeah @rch371 !  #bye #TrumpIsLosing #TrumpIsALaughingStock #GOPCorrupti…","Dismiss, Neutralize"
4,1.323125910275543e+18,@realDonaldTrump Sorry now going to crush that shit with hammer cause I know how dangerous is my DHD handy white mobile phone. https://t.co/NAqPG9qMGq,—
5,1.3231259097007923e+18,RT @kim: The driver who terrorized the women on @JoeBiden’s bus is allegedly an associate of  congressman @DanCrenshawTX and a repeat offen…,"Dismay, Distract, Narrow"
6,1.323107658195329e+18,"Ok. Sam has called everything you have said as he sees it. Both positive &amp; negative. I‘ve never known him to try to “no platform” anyone. Also @SamHarrisOrg has been positive about things @nntaleb, @ggreenwald and even @realDonaldTrump have said &amp; done on a case by case basis.",Distract
7,1.3229827373937705e+18,Simone Barreto-Silva worked as a caretaker for elderly people. She was murdered at Notre Dame basilica in Nice by a 21 year-old Islamist.  The #BlackLivesMatter Gang is conspicuously silent as they can't blame President Trump for her gruesome murder https://t.co/se05xNlUEa,"Dismay, Distract"
8,1.3231259869683139e+18,"RT @TeamTrump: WATCH: @DanaWhite on his good friend, President @realDonaldTrump! https://t.co/RCjc3D6WS8",—
9,1.3231259859533292e+18,"RT @elynnhardi1: We must flip the senate. To give @JoeBiden someone to work, to save our healthcare, to have a SCOTUS that has thoroughly vetted and legitimately appointed judges. #FlipTheSenateBlue  @DrAlGrossAK  @AmyMcGrathKY  @BarbaraBollier  @CalforNC  @harrisonjaime  @Hickenlooper https://t.co/xiwS5uYexP","Engage, Back"
10,1.3229782974631158e+18,"When #Obama did something really funny I laughed  My laugh didn’t make me a Democrat, accepting a POS Kenyan as my president  But FUNNY IS FUNNY  @realDonaldTrump is a frickin riot!  And socialist Dems have so much hate in their ♥️s they choose ridicule over a happy existence","Excite, Back, Bridge"
11,1.323125908715307e+18,"RT @HerschelWalker: Well James ⁦@WhipClyburn⁩, I saw you on ⁦⁦@FoxNews⁩ talking to ⁦@marthamaccallum⁩ &amp; ⁦@BretBaier⁩. I will pray for you cause you seem highly upset! ⁦⁦@realDonaldTrump⁩ ⁦⁦@TheLeoTerrell⁩ ⁦@TimScottSC⁩ ⁦@MariaBartiromo⁩ https://t.co/enQWXeYrBg",—
12,1.3231260530454897e+18,"RT @RSBNetwork: YouTube peak concurrent viewers for the @realDonaldTrump rally in Rome, GA:  @RSBNetwork: 177,474  @TheSun (UK) 29,000 @ksdknews (NBC affiliate) 3.5k  @NBCNews: NOT airing @ABC: NOT airing  @CBSNews: NOT airing @FoxNews: NOT airing??!!!  This is why we exist.","Engage, Distract, Narrow"
13,1.3226045833367634e+18,Join me and MANY others as we come together and pray for @realDonaldTrump. This administration has been very welcoming of prayer and of the church. It will be on Facebook tomorrow. https://t.co/meW34CbVRd,"Engage, Bridge"
14,1.3230778970039337e+18,"@tazmo99 @SteveGuest @JoeBiden Not a law. A right, and why we're not Redcoats anymore.",—
15,1.3231261278676787e+18,"RT @KevinCate: Fmr. GOP Florida Attorney General &amp; Secretary of State Jim Smith endorses @JoeBiden for President.  “There are times when you have to put your country ahead of politics... I’m a Republican today, I’ll be a Republican tomorrow, but in 2020, I’m a #BidenRepublican.” https://t.co/MpZuy9JQtN","Engage, Bridge, Boost"
16,1.3222548081206518e+18,"@ProjectLincoln @POTUS could care LESS how many Americans DIE . . .   ""It is what it is . . ""  ""I take NO Responsibility . . ""  ""We've done a Phenomenal job . . ""  ""I give us an A+ . . ""  ""It affects virtually nobody . .  ""  ""It's a shame . . "" (9/22)  Direct Quotes from @realDonaldTrump   #VOTE https://t.co/s3diu88qXk","Engage, Neutralize"
17,1.3231259049318769e+18,Thanks. Great respect.,—
18,1.32308647986278e+18,"Truly an American sign, while 'Ole Glory' wrecks havoc at  @realDonaldTrump rally,  Two American bald eagles give @JoeBiden a majestic fly over.","Enhance, Back, Bridge"
19,1.3231261988940554e+18,"RT @DanScavino: EPIC!! 30,000+ in Rome, Georgia! Let’s WIN! #VOTE #Election2020 #MAGA https://t.co/zqgeZML9Hf https://t.co/OAjjR7GFBk",Explain
20,1.3230732533850112e+18,"@KamalaHarris You have just described communism. And yes, under communism, we all end up in the same place: the bread line.","Dismiss, Distract, Neutralize, Narrow"
21,1.3231260524331213e+18,"RT @cleflore23: Gun sales are up, gun violence is down. But Joe “do nothing” Biden is claiming we still need gun control. It’s never been about safety, folks. It’s about power through authoritarian rule.   @JoeBiden @KamalaHarris #BidenCrimeSyndicate #JoeBiden","Dismiss, Neutralize, Narrow"
22,1.3231260585734595e+18,RT @LizLemon5759: @realDonaldTrump https://t.co/yFpMiLCFiX,Explain
23,1.3231259037406863e+18,@goldencell @GOPChairwoman @realDonaldTrump most people got richer,—
24,1.3231260533390418e+18,@JoeBiden So the cost of products and services will go up as a result.    'Regressive taxes are terrible except when we can fool people into thinking corporations don't treat taxes like every other expense'.,"Dismiss, Neutralize"
25,1.3231259810291507e+18,RT @MattWolking: Now that’s a party,—
26,1.3231261991708467e+18,RT @johncardillo: “Pretend they’re not here” - @realDonaldTrump on the MSM at Miami rally,Engage
27,1.3231259095373783e+18,RT @realDonaldTrump: Thank you Georgia! #MAGA https://t.co/q6cbQQ0RRh,"Enhance, Back, Boost"
28,1.3230366114839962e+18,"President @realDonaldTrump on his way to Hickory, North Carolina, landing in about 25 minutes! https://t.co/eIMGpJwyCM",Explain
29,1.3231259089458627e+18,@KamalaHarris There’s video evidence of Hunter abusing minors - why the hell is he not in jail?  #Childtrafficking #KAG2020  EXCLUSIVE: What We Found Out About Hunter Biden's Apparent Fetish with the Finger Lakes Region of New York  https://t.co/7oDX6azWnb,"Distract, Neutralize, Narrow"
30,1.3227001886249329e+18,I LOVE TEXAS! https://t.co/EP7P3AvE8L,—
31,1.3231259812138516e+18,"RT @RealJamesWoods: It is astonishing. We will take America back! Thank you, North Carolina. @realDonaldTrump #Trump2020Landslide https://t.co/8ukrr2lr4i","Engage, Back"
32,1.3231262765555917e+18,"RT @DanScavino: Unbelievable evening in Hickory, North Carolina! Get out and VOTE, let’s WIN, WIN, WIN! Next stop, GEORGIA!   #Election2020 #MAGA  https://t.co/zqgeZML9Hf https://t.co/xWIe5V2Wcc","Excite, Back"
33,1.3231187340227912e+18,"@realDonaldTrump This ex Voter of yours from Florida voted for Joe. Trump supporters, you can change your mind.","Distract, Narrow, Neglect"
34,1.3230723895219732e+18,#MAGA protestors trying to “keep Rodeo Drive &amp; Beverly Hills great” swarmed my @lyft driver yelling racial attacks at her because she was black. She handled it with grace (While I the NYer still in me gave the 1 finger salute).  owes Tanishia better. Make these racists famous! https://t.co/Xk2WglUa60,"Dismiss, Neutralize"
35,1.3229976069523046e+18,Most  pollsters in US predicting a loss for @realDonaldTrump may suffer an egg on their face. Data is suggesting that he can return back as the President. Electoral college -Trump lead. Popular vote -Trump  lag currently.  It is close but Advantage Trump. #USElection2020,"Dismiss, Nuke"
36,1.3231189361840046e+18,"@realDonaldTrump “I’ve known Jeff for 15 years. Terrific guy,’’ Trump said of Jeffery Epstein. “He’s a lot of fun to be with. It is even said that he likes beautiful women as much as I do, and many of them are on the younger side. No doubt about it — Jeffrey enjoys his social life.”","Dismiss, Neutralize"
37,1.3231261269239276e+18,RT @Timcast: I think she is actually trying to offend conservatives,—
38,1.3231259083208663e+18,@IvankaTrump @realDonaldTrump Please..DONT COME TO CALIFORNIA!  We Don’t like your kind here! https://t.co/E0RgXdAmN3,"Dismiss, Neutralize"
39,1.3231261238788956e+18,@JoeBiden https://t.co/3TJjexoO9A,Explain
40,1.323126274928173e+18,"RT @gatewaypundit: TRUMP SMASHES ONLINE AUDIENCE RECORDS! 177,474 Viewers Watch Trump Live at Georgia Rally -- 1.7 MILLION Supporters Watch Trump Sunday Rallies on @RSBNetwork @RealDonaldTrump @DanScavino  via @gatewaypundit https://t.co/tJr9oCkQoZ","Excite, Enhance, Back"
41,1.3231259825140572e+18,RT @marklevinshow: Biden wears a mask outside but not on a plane. Fraud.,"Dismiss, Neutralize, Narrow"
42,1.3231254926319002e+18,"I think, like Y2K, this election ends, not with a bang but a whimper... @JoeBiden will win if we all turn out and Trumpers will finally realize they are the vast minority of Americans.","Dismiss, Neutralize"
43,1.3229965574746358e+18,"@SteveGuest @JoeBiden Oh no mister MAGA midlife crisis can’t comprehend someone changing a 200+ year old law to go more along with current times, oh the agony!!","Engage, Dismay, Narrow"
44,1.3231260556751585e+18,RT @jthigh: @erinebal29 @aubrey_huff @realDonaldTrump Anyone seeing staged bricks like this should photograph them and post details of their locations with tag #BAITBRICKS,Engage
45,1.3230531353975316e+18,"Well James ⁦@WhipClyburn⁩, I saw you on ⁦⁦@FoxNews⁩ talking to ⁦@marthamaccallum⁩ &amp; ⁦@BretBaier⁩. I will pray for you cause you seem highly upset! ⁦⁦@realDonaldTrump⁩ ⁦⁦@TheLeoTerrell⁩ ⁦@TimScottSC⁩ ⁦@MariaBartiromo⁩ https://t.co/enQWXeYrBg",—
46,1.3231261980089754e+18,@caleebies @Tandinimiracle @KamalaHarris Expecting others to do your work for you is communism.,"Dismiss, Neutralize"
47,1.3231259073060413e+18,@TeamTrump @realDonaldTrump,—
48,1.323124418240041e+18,And @POTUS beginning his remarks at 11:46 pm. https://t.co/g1RGa3FGOB,Explain
49,1.3231256575268004e+18,Welcome home to Florida @realDonaldTrump #Miami https://t.co/fQHWrvh3Z0,"Excite, Back"
50,1.3231261300527227e+18,"RT @dahboo7: WHITE HOUSE ENTERS LOCKDOWN! Feds Bring In Troops to Build ""Non-Scalable"" Fence Around Area #breaking #ElectionDay #Election2020 #News #Trump #WhiteHouse #Update  https://t.co/QmGrDOuo2X",Explain
51,1.323101735720751e+18,"I want to say something to all Trump supporters. You are tenacious courageous and fun. You don’t give up. You have done your best to support your candidate and you have WORKED so hard to help @realDonaldTrump I’m proud to stand beside you. Win or lose, I’m grateful for U","Excite, Bridge"
52,1.3231261301577564e+18,No estoy de acuerdo.con eso. Los que creemos en Dios estamos con Trump!,"Engage, Back"
53,1.323125910246097e+18,@JoeBiden @DougJones $50 donated,—
54,1.3228905365676687e+18,"11 stops in 7 days campaigning for @realdonaldtrump!   Palo Alto, CA Los Angeles, CA Sarasota, FL Miami, FL Charlotte, NC Pittsburgh, PA Blue Bell, PA Scranton, PA Detroit, MI Madison, WI Youngstown, OH  En route today to PA, MI, WI, and IA! 2 more days until Nov 3! #MAGA https://t.co/73l6oPM77q","Explain, Build"
55,1.3229533170064097e+18,"Folks, he doesn’t have to be doing any of this. 5 rallies in one day, tirelessly demonstrating how devoted he is to America and us. Leaving everything on the field. Let’s win and win big. VOTE! @realDonaldTrump https://t.co/PNS57gb4Ko","Enhance, Back, Boost"
56,1.3230865501382984e+18,"Do you realize the corrupt con job #Tech, #MSM and #CorruptDemocrats are attempting to pull off at the expense of the American people.  Their #IronCurtainofCensorship proves they are, what @realDonaldTrump has said, the #EnemyOfThePeople.","Dismay, Nuke"
57,1.3230018503675617e+18,"BREAKING: Co-Founder of New York’s Black Lives Matter chapter, Hawk Newsome—arrested by the NYPD",Explain
58,1.323125978105815e+18,Banned by facebook,—
59,1.3231259845188403e+18,"RT @gatewaypundit: TRUMP SMASHES ONLINE AUDIENCE RECORDS! 177,474 Viewers Watch Trump Live at Georgia Rally -- 1.7 MILLION Supporters Watch Trump Sunday Rallies on @RSBNetwork @RealDonaldTrump @DanScavino  via @gatewaypundit https://t.co/tJr9oCkQoZ","Excite, Back, Boost"
60,1.3231261251497533e+18,WWG1,—
61,1.3231261970273976e+18,RT @MeidasTouch: @realDonaldTrump Trump wants to take your guns and your Second Amendment! Careful!  https://t.co/oWcseJlSVP,"Dismay, Nuke"
62,1.3231261968260751e+18,RT @peaceandfreedom: For those still on the fence...  #Election2020 #ElectionDay #Election1912 #Vote #VoteSocialist #voting #EndTheDuopoly https://t.co/vlIMIEq8JC,Engage
63,1.323126058351317e+18,RT @bfraser747: Anyone nervous about Tuesday night or do you all think like me @realDonaldTrump has got this if you all go out and #VoteTrump2020 for @potus?,Engage
64,1.3231259858108088e+18,RT @AGoodDeath79: @JunkYardDawg5 @turczyja_jan @kayleighmcenany @realDonaldTrump I thought you liked childish tweets? Aren’t you a big fan of Trump? Why don’t you call him out?,"Dismiss, Neutralize"
65,1.3231254045514056e+18,Has there been a worse candidate in history than Joe Biden? He’s a babbling idiot. Jesus Christ  #JoeBiden https://t.co/duOQP68zv4,"Dismiss, Neutralize"
66,1.3229566457109135e+18,This white woman voted for VP Biden and Senator Harris,"Explain, Bridge"
67,1.3230846891969167e+18,Why I'm Voting for Vice President @JoeBiden https://t.co/YKRJNV61Rc via @YouTube The honor and integrity of our country are on the line. It is also life and death.,"Explain, Back"
68,1.3231261974929859e+18,RT @IngrahamAngle: The media pretends to be  bewildered &amp; befuddled that cities are prepping for unrest.  They didn’t board up for the #MAG…,"Dismay, Narrow"
69,1.3230965213283983e+18,@GeoffRBennett He is not going to concede...he will need to be removed.,—
70,1.3230923440533545e+18,"The White House on lockdown: A federal law enforcement source tells NBC that beginning tomorrow, crews will build a “non-scalable” fence to secure the WH complex, Ellipse and Lafayette Square.  250 National Guardsmen have been put on standby, reporting to Metro Police officials.",Explain
71,1.3165136153739878e+18,Vote for America.  https://t.co/eoxT07uII9 https://t.co/sBd51fgmln,Engage
72,1.3229570924126863e+18,NJ: Trump vehicle convoy shuts down the Garden State Parkway. @realDonaldTrump https://t.co/djgi96aZFk,Explain
73,1.3231255079453368e+18,@JoeBiden Let's elect @JoeBiden and send the #TrumpCrimeFamily to Russia!!!  #ByeDon2020 https://t.co/5Mn8lismbC,"Dismiss, Boost, Neutralize"
74,1.3231259076247757e+18,@RSBNetwork @realDonaldTrump Wow! He even has warm up bands   Love this! ❤️,—
75,1.3231260536284242e+18,@realDonaldTrump LIES - such FEAR! You are disgusting https://t.co/JrRRstA5Qi,"Dismiss, Neutralize"
76,1.3231262746892739e+18,@JoeBiden https://t.co/3TJjexoO9A,Engage
77,1.3231259825224172e+18,RT @TeamTrump: President @realDonaldTrump: Two days from now we’re going to WIN my home state of #Florida and four more years in the White House! https://t.co/rAZHRTwDba,"Excite, Back"
78,1.323126274475307e+18,"@LaLiberalVetera @realDonaldTrump True, but I hope Trump gets a similar takedown. A girl can dream.","Engage, Build, Bridge"
79,1.3229743689647923e+18,"JEWS FOR @realDonaldTrump CARAVAN IN NEW YORK CITY — I REPEAT, NEW YORK CITY!   (It stretches for +50 miles)   https://t.co/W0h0pvMZir","Engage, Boost"
80,1.3231261275027415e+18,RT @common: #Vote: It was great meeting @JoeBiden at his rally in Atlanta the other day! This is a man who cares about our communities and wants to use his position to make positive change in the world. https://t.co/bjfDUwpzgX,"Enhance, Back"
81,1.3231262758301737e+18,@realDonaldTrump Trump will continue Eating!,—
82,1.3231158722741658e+18,"While the previous administration surrendered America’s status in space, President @realDonaldTrump has invested in @NASA to restore American dominance on the final frontier.   @NASAKennedy supports over 24,000 Florida jobs alone!  https://t.co/Ulb7toKl9m https://t.co/TigR5A1QEo","Engage, Enhance, Back"
83,1.3231149167236096e+18,Watch! https://t.co/jBISDteDpd,Build
84,1.3229975648959775e+18,Jamás pensé que votaría por @realDonaldTrump .  Todo sea por ver a @FelipeCalderon  en la cárcel.,Explain
85,1.3206048719140413e+18,@JulietJeske They're going to have a tough 4 years.,—
86,1.3231262678232146e+18,"@realDonaldTrump Should be noted that this is an advance announcement, 1st month of 3 monthly estimates of 3rd Quarter GDP (annualized) (conveniently just before election). 3rd quarter, estimate is +33.1% ! 2nd quarter FINAL number was -31.4%! -- US Dept. of Commerce numbers (Wilbur Ross's)!",Explain
87,1.323030825072472e+18,"Biden will terminate school choice, eliminate charter schools, defund religious schools, ban prayer in public schools, indoctrinate your children with Anti-American lies, and force you to subsidize extreme late-term abortion. We believe that every child is a Sacred Gift from God!","Dismay, Neutralize"
88,1.323126129843073e+18,"RT @FrankAmari2: @realDonaldTrump I'm Billy Graham's granddaughter. Evangelical support for Donald Trump insults his legacy.""  ""By supporting Donald Trump","Dismiss, Neutralize"
89,1.323126057336152e+18,"RT @thejtlewis: @realDonaldTrump By the way, Anonymous sources are fair game according to the media!!!","Explain, Neutralize"
90,1.3230698158803272e+18,"Under my tax plan, no one making under $400,000 will see their taxes go up.  But it’s time large corporations and the wealthiest Americans pay their fair share.",Explain
91,1.3231259855506104e+18,New “Coronavirus” first person infection shooter game trailer.,—
92,1.3231210254170522e+18,@realDonaldTrump The work ethic is absolutely unreal. Incredible example of how to achieve a goal against daunting odds. Love this.,"Enhance, Back"
93,1.3231259798631588e+18,"RT @MAGADebRN1: @realDonaldTrump The Lord has you encompassed in his arms. His angels surround you and you are covered in his blood. You are loved. Keep fighting, we know how tired you must be. We need you now more than ever. We will win on Tuesday! #GodWins #Trump2020 https://t.co/lZ6aYsjfnj","Enhance, Back"
94,1.3230548769229128e+18,..I am from #Ethiopia..What Trump said created such a shattered thinking in my country.. Celebrity chef @MarcusCooks Interviews @AmbassadorRice possible Secretary of State of #USA should @JoeBiden wins about #GERD &amp; @realDonaldTrump belligerent statment. #VoteBidenHarris2020 https://t.co/SV9XiR1WNV,"Dismiss, Neutralize"
95,1.3231262761110446e+18,RT @Lrihendry: @realDonaldTrump MAKE AMERICA GREAT AGAIN!,"Enhance, Back"
96,1.323126127146066e+18,RT @Fix8d2020: @JoeBiden Let's elect @JoeBiden and send the #TrumpCrimeFamily to Russia!!!  #ByeDon2020 https://t.co/5Mn8lismbC,"Engage, Build, Neutralize"
97,1.323125903791194e+18,RT @DebraMessing: it’s time to FIGHT!  We got you Joe!   #BidenHarris2020 https://t.co/oBZQgWukkj,"Enhance, Back"
98,1.323125983466107e+18,@stuffinsx @TrumpVoterWTF @realDonaldTrump Exactly what I thought... no response. Shut up and wear your mask like biden wants. Pawn.,"Dismiss, Neutralize"
99,1.3231260579570196e+18,RT @bfraser747: Here's my scientific poll..  If you make sure you go out and vote @realDonaldTrump for @POTUS he's going win.   Big League,Engage
0,1.1038182198512108e+18,"I am going to create fake accounts on review aggregate sites and leave negative reviews of captain marvel with no idea what it's even about and no intention of ever seeing it, I just hate women and no one can stop me","Dismay, Neutralize, Nuke"
1,1.103870976297558e+18,"@Russo_Brothers @RinaldoRu The actual team and the integrity of the films, 12 years of them is about to be destroyed for this bland, dry character with no soul, Captain Marvel. Where did you guys go wrong? Truly disappointing stuff.","Dismay, Neutralize, Nuke"
2,1.1038062842461962e+18,@TheRealStanLee Stop using this account Disney!!! It is wrong to exploit his memory to shill for an already tainted property like Captain Marvel. Dont do to Marvel what you have done to Star Wars. You wouldn’t like us (the fans) when we’re angry.,"Engage, Dismay, Neutralize, Nuke"
3,1.1033954587293409e+18,"the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
4,1.1054022110462239e+18,"Shameful, Disney. Reminds me of the box office controversy about #TransformersAgeOfExtinction. At least the media was honest about that, right @DEADLINE? https://t.co/HccpDdTjxF It happened before...and it will happen again. #BoycottCaptainMarvel","Enhance, Dismiss, Dismay, Neutralize"
5,1.1062029621190205e+18,"This guy is what's wrong with polite discourse in this country 2019. Wake up, you CANNOT offend me, I am invincible in that regard. Enjoy your popcorn, perhaps grab some $7 nachos with the cheese made up primarily of grease. #BoycottCaptainMarvel","Engage, Dismiss, Dismay, Neutralize"
6,1.103827418073174e+18,"RT @DiscordianKitty: It fucking pisses me off that Captain Marvel cannot possibly win. It's being attacked so much, from so many angles, being picked apart, gone through with a fine-tooth comb to find anything even remotely wrong with it, all because that's how fucking fragile masculinity has become","Explain, Dismiss, Dismay, Back, Nuke"
7,1.1038527131740733e+18,"Some people on the left are so far left, they would even get kicked out of the NSDAP for being to radically right"" . @doomcock Stop klinging on to the left wing tip. Just let go and enjoy the free fall",—
8,1.1040552483714908e+18,"You man babies were wrong!  #captainmarvelwas amazing and all the theaters were full last night and will be for months.  Diversity wins  Comics, games and movies don't belong you anymore!  #BoycottCaptainMarvel #ComicsGate #HeFree4Brie https://t.co/DXZUCjv5ow","Excite, Dismiss, Back, Neutralize, Nuke"
9,1.1049265785622651e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who were tough enough to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie, this weekend. Incels, not in-sellouts, amiright, guys?   https://t.co/Lc4sj12MyT https://t.co/eQN2LHiHiZ","Engage, Excite, Back, Build"
10,1.1038544120935465e+18,@WIRED @brielarson @captainmarvel There is no fuckin way Captain Marvel could EVER beat Superman,"Dismay, Neutralize"
11,1.103795132913066e+18,ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/MfsPlNMaUn via @YouTube,"Enhance, Dismay, Neutralize"
12,1.1038217631656141e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/gTSMN86eWJ via @YouTube,"Excite, Dismay, Back, Neutralize"
13,1.10385351102285e+18,RT @GeekQuestioner: Tonight's Question: What are your (fake) spoilers for Captain Marvel? ANSWER HERE: https://t.co/Et82JVhLpr Join in and answer along with the community! https://t.co/IfSxedYZiN #gqotd2019 #asktms #captainmarvel #marvel https://t.co/zr5CJRt1Dn,Engage
14,1.1038550060071322e+18,Captain Marvel is a great movie and anyone who says otherwise is wrong,"Excite, Back"
15,1.1038657762624102e+18,"RT @frncissdominc: Lmfao. They really played THE WRONG MOVIE for my Captain Marvel Screening.. Get it TOGETHER, AMC.",—
16,1.1038066051608371e+18,is captain marvel more powerful than THOR??? BECAUSE that's what @washingtonpost just said,—
17,1.1038211839743263e+18,RT @SER1897: It’s dangerous and frankly wrong to say that kids like me connected to a white Spider-Man or Nick Carroway because they are ju…,Neutralize
18,1.1038705975267451e+18,"WOW, Captain Marvel is a fantastic film and completely blew me away! I went into the film thinking it was going to be a middle of the pack mcu film but I was completely wrong! This movie is much different than I expected and is fun, funny, epic, and badass! #CaptainMarvel https://t.co/f0fVLUSKV2","Explain, Excite, Back"
19,1.1038810973545226e+18,"Captain Marvel is just another highlight at the difference between the women of the MCU and the women of DC.  DCU women are either sexual and powerful or feminine and powerful and don’t get me wrong, I love some of them but also it’s just exhausting to me.","Explain, Dismay, Nuke, Narrow, Neglect"
20,1.1038205527063757e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/rPCIpVUvTh via @YouTube,"Excite, Dismay, Back"
21,1.1038669821248143e+18,Click below to see my review for #CaptainMarvel,—
